app_turned_on,app_population_fraction,rng_seed,study_name,iteration,predicted_relative_transmission_occupation,predicted_relative_transmission_random,traceable_interaction_fraction,predicted_test_result_wait,manual_trace_on,manual_trace_n_workers_per_100k,predicted_lockdown_occupation_multiplier_working_network,predicted_lockdown_random_network_multiplier,predicted_test_order_wait_priority,predicted_test_result_wait_priority,priority_test_contacts_0_9,priority_test_contacts_10_19,priority_test_contacts_20_29,priority_test_contacts_30_39,priority_test_contacts_40_49,priority_test_contacts_50_59,priority_test_contacts_60_69,priority_test_contacts_70_79,priority_test_contacts_80
1,0.3,50,en_0.30_prio_wait_1_cnt_1000000_5,5,,,,3.0,,,,,0.0,1.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1,0.3,60,en_0.30_prio_wait_1_cnt_1000000_6,6,,,,3.0,,,,,0.0,1.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1,0.3,70,en_0.30_prio_wait_1_cnt_1000000_7,7,,,,3.0,,,,,0.0,1.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1,0.3,80,en_0.30_prio_wait_1_cnt_1000000_8,8,,,,3.0,,,,,0.0,1.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1,0.3,90,en_0.30_prio_wait_1_cnt_1000000_9,9,,,,3.0,,,,,0.0,1.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1,0.45,0,en_0.45_prio_wait_0_cnt_0_0,0,,,,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.45,10,en_0.45_prio_wait_0_cnt_0_1,1,,,,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.45,20,en_0.45_prio_wait_0_cnt_0_2,2,,,,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.45,30,en_0.45_prio_wait_0_cnt_0_3,3,,,,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.45,40,en_0.45_prio_wait_0_cnt_0_4,4,,,,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.45,50,en_0.45_prio_wait_0_cnt_0_5,5,,,,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.45,60,en_0.45_prio_wait_0_cnt_0_6,6,,,,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.45,70,en_0.45_prio_wait_0_cnt_0_7,7,,,,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.45,80,en_0.45_prio_wait_0_cnt_0_8,8,,,,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.45,90,en_0.45_prio_wait_0_cnt_0_9,9,,,,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.45,0,en_0.45_prio_wait_1_cnt_0_0,0,,,,3.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.45,10,en_0.45_prio_wait_1_cnt_0_1,1,,,,3.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.45,20,en_0.45_prio_wait_1_cnt_0_2,2,,,,3.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.45,30,en_0.45_prio_wait_1_cnt_0_3,3,,,,3.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.45,40,en_0.45_prio_wait_1_cnt_0_4,4,,,,3.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.45,50,en_0.45_prio_wait_1_cnt_0_5,5,,,,3.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.45,60,en_0.45_prio_wait_1_cnt_0_6,6,,,,3.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.45,70,en_0.45_prio_wait_1_cnt_0_7,7,,,,3.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.45,80,en_0.45_prio_wait_1_cnt_0_8,8,,,,3.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.45,90,en_0.45_prio_wait_1_cnt_0_9,9,,,,3.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.45,0,en_0.45_prio_wait_0_cnt_10_0,0,,,,3.0,,,,,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,0.45,10,en_0.45_prio_wait_0_cnt_10_1,1,,,,3.0,,,,,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,0.45,20,en_0.45_prio_wait_0_cnt_10_2,2,,,,3.0,,,,,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,0.45,30,en_0.45_prio_wait_0_cnt_10_3,3,,,,3.0,,,,,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,0.45,40,en_0.45_prio_wait_0_cnt_10_4,4,,,,3.0,,,,,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,0.45,50,en_0.45_prio_wait_0_cnt_10_5,5,,,,3.0,,,,,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,0.45,60,en_0.45_prio_wait_0_cnt_10_6,6,,,,3.0,,,,,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,0.45,70,en_0.45_prio_wait_0_cnt_10_7,7,,,,3.0,,,,,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,0.45,80,en_0.45_prio_wait_0_cnt_10_8,8,,,,3.0,,,,,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,0.45,90,en_0.45_prio_wait_0_cnt_10_9,9,,,,3.0,,,,,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,0.45,0,en_0.45_prio_wait_1_cnt_10_0,0,,,,3.0,,,,,0.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,0.45,10,en_0.45_prio_wait_1_cnt_10_1,1,,,,3.0,,,,,0.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,0.45,20,en_0.45_prio_wait_1_cnt_10_2,2,,,,3.0,,,,,0.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,0.45,30,en_0.45_prio_wait_1_cnt_10_3,3,,,,3.0,,,,,0.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,0.45,40,en_0.45_prio_wait_1_cnt_10_4,4,,,,3.0,,,,,0.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,0.45,50,en_0.45_prio_wait_1_cnt_10_5,5,,,,3.0,,,,,0.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,0.45,60,en_0.45_prio_wait_1_cnt_10_6,6,,,,3.0,,,,,0.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,0.45,70,en_0.45_prio_wait_1_cnt_10_7,7,,,,3.0,,,,,0.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,0.45,80,en_0.45_prio_wait_1_cnt_10_8,8,,,,3.0,,,,,0.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,0.45,90,en_0.45_prio_wait_1_cnt_10_9,9,,,,3.0,,,,,0.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,0.45,0,en_0.45_prio_wait_0_cnt_20_0,0,,,,3.0,,,,,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
1,0.45,10,en_0.45_prio_wait_0_cnt_20_1,1,,,,3.0,,,,,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
1,0.45,20,en_0.45_prio_wait_0_cnt_20_2,2,,,,3.0,,,,,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
1,0.45,30,en_0.45_prio_wait_0_cnt_20_3,3,,,,3.0,,,,,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
1,0.45,40,en_0.45_prio_wait_0_cnt_20_4,4,,,,3.0,,,,,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
1,0.45,50,en_0.45_prio_wait_0_cnt_20_5,5,,,,3.0,,,,,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
1,0.45,60,en_0.45_prio_wait_0_cnt_20_6,6,,,,3.0,,,,,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
1,0.45,70,en_0.45_prio_wait_0_cnt_20_7,7,,,,3.0,,,,,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
1,0.45,80,en_0.45_prio_wait_0_cnt_20_8,8,,,,3.0,,,,,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
1,0.45,90,en_0.45_prio_wait_0_cnt_20_9,9,,,,3.0,,,,,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
1,0.45,0,en_0.45_prio_wait_1_cnt_20_0,0,,,,3.0,,,,,0.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
1,0.45,10,en_0.45_prio_wait_1_cnt_20_1,1,,,,3.0,,,,,0.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
1,0.45,20,en_0.45_prio_wait_1_cnt_20_2,2,,,,3.0,,,,,0.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
1,0.45,30,en_0.45_prio_wait_1_cnt_20_3,3,,,,3.0,,,,,0.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
1,0.45,40,en_0.45_prio_wait_1_cnt_20_4,4,,,,3.0,,,,,0.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
1,0.45,50,en_0.45_prio_wait_1_cnt_20_5,5,,,,3.0,,,,,0.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
1,0.45,60,en_0.45_prio_wait_1_cnt_20_6,6,,,,3.0,,,,,0.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
1,0.45,70,en_0.45_prio_wait_1_cnt_20_7,7,,,,3.0,,,,,0.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
1,0.45,80,en_0.45_prio_wait_1_cnt_20_8,8,,,,3.0,,,,,0.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
1,0.45,90,en_0.45_prio_wait_1_cnt_20_9,9,,,,3.0,,,,,0.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
1,0.45,0,en_0.45_prio_wait_0_cnt_30_0,0,,,,3.0,,,,,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
1,0.45,10,en_0.45_prio_wait_0_cnt_30_1,1,,,,3.0,,,,,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
1,0.45,20,en_0.45_prio_wait_0_cnt_30_2,2,,,,3.0,,,,,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
1,0.45,30,en_0.45_prio_wait_0_cnt_30_3,3,,,,3.0,,,,,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
1,0.45,40,en_0.45_prio_wait_0_cnt_30_4,4,,,,3.0,,,,,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
1,0.45,50,en_0.45_prio_wait_0_cnt_30_5,5,,,,3.0,,,,,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
1,0.45,60,en_0.45_prio_wait_0_cnt_30_6,6,,,,3.0,,,,,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
1,0.45,70,en_0.45_prio_wait_0_cnt_30_7,7,,,,3.0,,,,,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
1,0.45,80,en_0.45_prio_wait_0_cnt_30_8,8,,,,3.0,,,,,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
1,0.45,90,en_0.45_prio_wait_0_cnt_30_9,9,,,,3.0,,,,,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
1,0.45,0,en_0.45_prio_wait_1_cnt_30_0,0,,,,3.0,,,,,0.0,1.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
1,0.45,10,en_0.45_prio_wait_1_cnt_30_1,1,,,,3.0,,,,,0.0,1.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
1,0.45,20,en_0.45_prio_wait_1_cnt_30_2,2,,,,3.0,,,,,0.0,1.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
1,0.45,30,en_0.45_prio_wait_1_cnt_30_3,3,,,,3.0,,,,,0.0,1.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
1,0.45,40,en_0.45_prio_wait_1_cnt_30_4,4,,,,3.0,,,,,0.0,1.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
1,0.45,50,en_0.45_prio_wait_1_cnt_30_5,5,,,,3.0,,,,,0.0,1.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
1,0.45,60,en_0.45_prio_wait_1_cnt_30_6,6,,,,3.0,,,,,0.0,1.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
1,0.45,70,en_0.45_prio_wait_1_cnt_30_7,7,,,,3.0,,,,,0.0,1.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
1,0.45,80,en_0.45_prio_wait_1_cnt_30_8,8,,,,3.0,,,,,0.0,1.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
1,0.45,90,en_0.45_prio_wait_1_cnt_30_9,9,,,,3.0,,,,,0.0,1.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
1,0.45,0,en_0.45_prio_wait_0_cnt_40_0,0,,,,3.0,,,,,0.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1,0.45,10,en_0.45_prio_wait_0_cnt_40_1,1,,,,3.0,,,,,0.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1,0.45,20,en_0.45_prio_wait_0_cnt_40_2,2,,,,3.0,,,,,0.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1,0.45,30,en_0.45_prio_wait_0_cnt_40_3,3,,,,3.0,,,,,0.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1,0.45,40,en_0.45_prio_wait_0_cnt_40_4,4,,,,3.0,,,,,0.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1,0.45,50,en_0.45_prio_wait_0_cnt_40_5,5,,,,3.0,,,,,0.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1,0.45,60,en_0.45_prio_wait_0_cnt_40_6,6,,,,3.0,,,,,0.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1,0.45,70,en_0.45_prio_wait_0_cnt_40_7,7,,,,3.0,,,,,0.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1,0.45,80,en_0.45_prio_wait_0_cnt_40_8,8,,,,3.0,,,,,0.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1,0.45,90,en_0.45_prio_wait_0_cnt_40_9,9,,,,3.0,,,,,0.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1,0.45,0,en_0.45_prio_wait_1_cnt_40_0,0,,,,3.0,,,,,0.0,1.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1,0.45,10,en_0.45_prio_wait_1_cnt_40_1,1,,,,3.0,,,,,0.0,1.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1,0.45,20,en_0.45_prio_wait_1_cnt_40_2,2,,,,3.0,,,,,0.0,1.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1,0.45,30,en_0.45_prio_wait_1_cnt_40_3,3,,,,3.0,,,,,0.0,1.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1,0.45,40,en_0.45_prio_wait_1_cnt_40_4,4,,,,3.0,,,,,0.0,1.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1,0.45,50,en_0.45_prio_wait_1_cnt_40_5,5,,,,3.0,,,,,0.0,1.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1,0.45,60,en_0.45_prio_wait_1_cnt_40_6,6,,,,3.0,,,,,0.0,1.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1,0.45,70,en_0.45_prio_wait_1_cnt_40_7,7,,,,3.0,,,,,0.0,1.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1,0.45,80,en_0.45_prio_wait_1_cnt_40_8,8,,,,3.0,,,,,0.0,1.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1,0.45,90,en_0.45_prio_wait_1_cnt_40_9,9,,,,3.0,,,,,0.0,1.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1,0.45,0,en_0.45_prio_wait_0_cnt_50_0,0,,,,3.0,,,,,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,0.45,10,en_0.45_prio_wait_0_cnt_50_1,1,,,,3.0,,,,,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,0.45,20,en_0.45_prio_wait_0_cnt_50_2,2,,,,3.0,,,,,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,0.45,30,en_0.45_prio_wait_0_cnt_50_3,3,,,,3.0,,,,,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,0.45,40,en_0.45_prio_wait_0_cnt_50_4,4,,,,3.0,,,,,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,0.45,50,en_0.45_prio_wait_0_cnt_50_5,5,,,,3.0,,,,,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,0.45,60,en_0.45_prio_wait_0_cnt_50_6,6,,,,3.0,,,,,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,0.45,70,en_0.45_prio_wait_0_cnt_50_7,7,,,,3.0,,,,,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,0.45,80,en_0.45_prio_wait_0_cnt_50_8,8,,,,3.0,,,,,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,0.45,90,en_0.45_prio_wait_0_cnt_50_9,9,,,,3.0,,,,,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,0.45,0,en_0.45_prio_wait_1_cnt_50_0,0,,,,3.0,,,,,0.0,1.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,0.45,10,en_0.45_prio_wait_1_cnt_50_1,1,,,,3.0,,,,,0.0,1.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,0.45,20,en_0.45_prio_wait_1_cnt_50_2,2,,,,3.0,,,,,0.0,1.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,0.45,30,en_0.45_prio_wait_1_cnt_50_3,3,,,,3.0,,,,,0.0,1.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,0.45,40,en_0.45_prio_wait_1_cnt_50_4,4,,,,3.0,,,,,0.0,1.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,0.45,50,en_0.45_prio_wait_1_cnt_50_5,5,,,,3.0,,,,,0.0,1.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,0.45,60,en_0.45_prio_wait_1_cnt_50_6,6,,,,3.0,,,,,0.0,1.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,0.45,70,en_0.45_prio_wait_1_cnt_50_7,7,,,,3.0,,,,,0.0,1.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,0.45,80,en_0.45_prio_wait_1_cnt_50_8,8,,,,3.0,,,,,0.0,1.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,0.45,90,en_0.45_prio_wait_1_cnt_50_9,9,,,,3.0,,,,,0.0,1.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,0.45,0,en_0.45_prio_wait_0_cnt_1000000_0,0,,,,3.0,,,,,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1,0.45,10,en_0.45_prio_wait_0_cnt_1000000_1,1,,,,3.0,,,,,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1,0.45,20,en_0.45_prio_wait_0_cnt_1000000_2,2,,,,3.0,,,,,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1,0.45,30,en_0.45_prio_wait_0_cnt_1000000_3,3,,,,3.0,,,,,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1,0.45,40,en_0.45_prio_wait_0_cnt_1000000_4,4,,,,3.0,,,,,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1,0.45,50,en_0.45_prio_wait_0_cnt_1000000_5,5,,,,3.0,,,,,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1,0.45,60,en_0.45_prio_wait_0_cnt_1000000_6,6,,,,3.0,,,,,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1,0.45,70,en_0.45_prio_wait_0_cnt_1000000_7,7,,,,3.0,,,,,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1,0.45,80,en_0.45_prio_wait_0_cnt_1000000_8,8,,,,3.0,,,,,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1,0.45,90,en_0.45_prio_wait_0_cnt_1000000_9,9,,,,3.0,,,,,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1,0.45,0,en_0.45_prio_wait_1_cnt_1000000_0,0,,,,3.0,,,,,0.0,1.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1,0.45,10,en_0.45_prio_wait_1_cnt_1000000_1,1,,,,3.0,,,,,0.0,1.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1,0.45,20,en_0.45_prio_wait_1_cnt_1000000_2,2,,,,3.0,,,,,0.0,1.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1,0.45,30,en_0.45_prio_wait_1_cnt_1000000_3,3,,,,3.0,,,,,0.0,1.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1,0.45,40,en_0.45_prio_wait_1_cnt_1000000_4,4,,,,3.0,,,,,0.0,1.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1,0.45,50,en_0.45_prio_wait_1_cnt_1000000_5,5,,,,3.0,,,,,0.0,1.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1,0.45,60,en_0.45_prio_wait_1_cnt_1000000_6,6,,,,3.0,,,,,0.0,1.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1,0.45,70,en_0.45_prio_wait_1_cnt_1000000_7,7,,,,3.0,,,,,0.0,1.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1,0.45,80,en_0.45_prio_wait_1_cnt_1000000_8,8,,,,3.0,,,,,0.0,1.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1,0.45,90,en_0.45_prio_wait_1_cnt_1000000_9,9,,,,3.0,,,,,0.0,1.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1,0.6,0,en_0.60_prio_wait_0_cnt_0_0,0,,,,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,10,en_0.60_prio_wait_0_cnt_0_1,1,,,,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,20,en_0.60_prio_wait_0_cnt_0_2,2,,,,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,30,en_0.60_prio_wait_0_cnt_0_3,3,,,,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,40,en_0.60_prio_wait_0_cnt_0_4,4,,,,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,50,en_0.60_prio_wait_0_cnt_0_5,5,,,,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
